'1.00000.614200';INSTANDH. VON GEBÄUDEN WB;AUSGABE;'00000';24;1;D;'MDPA';          0.00;        579.83;        579.83;        579.83;          0.00;          0.00;          0.00;          0.00;          0.00;        579.83
'1.00000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'0805';         37.97;      13491.23;      13529.20;      11750.95;       1778.25;       1000.00;          0.00;       1000.00;          0.00;      12491.23
'1.00000.614509';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'0805';          0.00;        632.05;        632.05;        632.05;          0.00;          0.00;          0.00;          0.00;          0.00;        632.05
'1.00000.614890';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.00000.618009';INSTANDH. VON SONSTIGEN ANLAGEN A8/5W;AUSGABE;'00000';24;3;D;'MDPA';          0.00;        488.67;        488.67;        488.67;          0.00;          0.00;          0.00;          0.00;          0.00;        488.67
'1.00000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;2;D;'0805';          0.00;        424.89;        424.89;        342.32;         82.57;       1000.00;          0.00;       1000.00;        575.11;          0.00
'1.00000.618200';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;D;'MDPA';          0.00;       1141.19;       1141.19;       1141.19;          0.00;       1000.00;          0.00;       1000.00;          0.00;        141.19
'1.00000.618509';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;D;'0805';          0.00;        374.48;        374.48;        374.48;          0.00;          0.00;          0.00;          0.00;          0.00;        374.48
'1.00000.618890';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.00000.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'00000';24;9;D;'MDPA';          0.00;       1122.57;       1122.57;       1122.57;          0.00;        500.00;          0.00;        500.00;          0.00;        622.57
'1.00000.620200';PERSONEN- UND GÜTERTRANSPORTE TAXIBENÜTZUNG;AUSGABE;'00000';24;9;D;'MDPA';        542.27;       3319.29;       3861.56;       3144.91;        716.65;       6000.00;          0.00;       6000.00;       2680.71;          0.00
'1.00000.630000';POSTDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';          0.00;      11370.46;      11370.46;      11370.46;          0.00;      10000.00;          0.00;      10000.00;          0.00;       1370.46
'1.00000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';          0.00;       3415.83;       3415.83;       3118.08;        297.75;       7500.00;          0.00;       7500.00;       4084.17;          0.00
'1.00000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';        431.12;      33389.83;      33820.95;      29396.46;       4424.49;      17300.00;          0.00;      17300.00;          0.00;      16089.83
'1.00000.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';        207.14;       2283.94;       2491.08;       2310.11;        180.97;       2600.00;          0.00;       2600.00;        316.06;          0.00
'1.00000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'00000';25;8;S;'SN21';          0.00;       4950.74;       4950.74;       4950.74;          0.00;       4800.00;          0.00;       4800.00;          0.00;        150.74
'1.00000.670000';VERSICHERUNGEN;AUSGABE;'00000';24;8;D;'0805';          0.00;       7617.61;       7617.61;       7617.61;          0.00;       8000.00;          0.00;       8000.00;        382.39;          0.00
'1.00000.700000';MIETZINSE;AUSGABE;'00000';24;8;D;'0805';          0.00;      16030.14;      16030.14;      16030.14;          0.00;      18000.00;          0.00;      18000.00;       1969.86;          0.00
'1.00000.700100';MIETZINSE BEZIRKS- UND STADTTEILVERSAMMLUNGEN;AUSGABE;'00000';24;9;D;'MDPA';        685.00;        498.89;       1183.89;       1183.89;          0.00;       1000.00;          0.00;       1000.00;        501.11;          0.00
'1.00000.700200';MIETZINSE LEASINGRATEN;AUSGABE;'00000';24;8;D;'0800';          0.00;     146283.79;     146283.79;     146082.86;        200.93;     156400.00;          0.00;     156400.00;      10116.21;          0.00
'1.00000.700600';MIETZINSE;AUSGABE;'00000';24;8;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;      30000.00;          0.00;      30000.00;      30000.00;          0.00
'1.00000.700700';MIETZINSE KÜNDIGUNGSVERZICHT;AUSGABE;'00000';24;8;D;'0805';          0.00;       7205.81;       7205.81;       7205.81;          0.00;       8800.00;          0.00;       8800.00;       1594.19;          0.00
'1.00000.700800';MIETZINSE CITY-BACKBONE;AUSGABE;'00000';24;8;D;'0805';          0.00;        755.60;        755.60;        755.60;          0.00;       1000.00;          0.00;       1000.00;        244.40;          0.00
'1.00000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'00000';24;8;D;'0805';          0.00;      16839.89;      16839.89;      16839.89;          0.00;      20000.00;          0.00;      20000.00;       3160.11;          0.00
'1.00000.721000';BEZÜGE DER GEWÄHLTEN ORGANE STADTSENATSMITGLIEDER;AUSGABE;'00000';22;8;D;'MDPA';          0.00;    1308021.21;    1308021.21;    1308021.21;          0.00;    1305000.00;          0.00;    1305000.00;          0.00;       3021.21
'1.00000.721100';BEZÜGE DER GEWÄHLTEN ORGANE GEMEINDERÄTE;AUSGABE;'00000';22;8;D;'MDPA';          0.00;    1498354.53;    1498354.53;    1498354.53;          0.00;    1525000.00;          0.00;    1525000.00;      26645.47;          0.00
'1.00000.721200';BEZÜGE DER GEWÄHLTEN ORGANE BEZIRKSVORSTEHER;AUSGABE;'00000';22;8;D;'MDPA';          0.00;     557180.18;     557180.18;     557180.18;          0.00;     584000.00;          0.00;     584000.00;      26819.82;          0.00
'1.00000.721300';BEZÜGE DER GEWÄHLTEN ORGANE REISEGEBÜHREN;AUSGABE;'00000';22;9;D;'MDPA';        311.85;      22442.25;      22754.10;      22754.10;          0.00;      15000.00;          0.00;      15000.00;          0.00;       7442.25
'1.00000.721400';BEZÜGE DER GEWÄHLTEN ORGANE ABFERTIGUNGEN;AUSGABE;'00000';22;8;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.00000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;8;D;'0805';          0.00;       5016.79;       5016.79;       4998.28;         18.51;       8000.00;          0.00;       8000.00;       2983.21;          0.00
'1.00000.728120';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;3;D;'0805';          0.00;       4295.85;       4295.85;        404.46;       3891.39;          0.00;          0.00;          0.00;          0.00;       4295.85
'1.00000.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;D;'MDPA';          0.00;        835.46;        835.46;        835.46;          0.00;        300.00;          0.00;        300.00;          0.00;        535.46
'1.00000.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN TAGUNGSGEBÜHREN;AUSGABE;'00000';24;9;D;'MDPA';       7278.51;          0.00;       7278.51;       7278.51;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.728500';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;D;'BG00';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.00000.728980';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;D;'MDPA';          0.00;      69263.22;      69263.22;      53998.05;      15265.17;          0.00;          0.00;          0.00;          0.00;      69263.22
'1.00000.751001';LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS;AUSGABE;'00000';26;0;S;'MDPA';          0.00;     174742.82;     174742.82;     174742.82;          0.00;     189600.00;          0.00;     189600.00;      14857.18;          0.00
'1.00000.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'00000';27;5;S;'0800';     144546.57;     963643.85;    1108190.42;    1108190.42;          0.00;     963900.00;          0.00;     963900.00;        256.15;          0.00
'1.00000.760000';PENSIONEN UND SONSTIGE RUHEBEZÜGE (EINSCHL.DG-BEIT;AUSGABE;'00000';21;8;D;'MDPA';          0.00;    1889945.48;    1889945.48;    1889945.48;          0.00;    1995000.00;          0.00;    1995000.00;     105054.52;          0.00
'1.01000.010000';GEBÄUDE;AUSGABE;'01000';40;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.042000';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;D;'MD00';          0.00;        636.58;        636.58;        636.58;          0.00;      20500.00;      60000.00;      80500.00;      79863.42;          0.00
'1.01000.042019';AMTSAUSSTATTUNG A 8/5W;AUSGABE;'01000';41;3;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.042600';AMTSAUSSTATTUNG WB;AUSGABE;'01000';41;3;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        400.00;          0.00;        400.00;        400.00;          0.00
'1.01000.042950';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;D;'MD00';          0.00;       3200.00;       3200.00;       3200.00;          0.00;          0.00;          0.00;          0.00;          0.00;       3200.00
'1.01000.042990';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;D;'MDIM';          0.00;       2040.60;       2040.60;        901.74;       1138.86;          0.00;          0.00;          0.00;          0.00;       2040.60
'1.01000.043550';BETRIEBSAUSSTATTUNG;AUSGABE;'01000';41;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01000';65;8;S;'SN21';          0.00;      87896.43;      87896.43;      87896.43;          0.00;      87900.00;          0.00;      87900.00;          3.57;          0.00
'1.01000.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;D;'MD00';        380.00;       4599.15;       4979.15;       4243.79;        735.36;        800.00;          0.00;        800.00;          0.00;       3799.15
'1.01000.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;D;'0805';          0.00;         53.61;         53.61;         53.61;          0.00;       1000.00;          0.00;       1000.00;        946.39;          0.00
'1.01000.400890';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.01000.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;D;'MDIM';          0.00;        426.84;        426.84;        143.07;        283.77;          0.00;          0.00;          0.00;          0.00;        426.84
'1.01000.420890';PFLANZLICHE ROHSTOFFE;AUSGABE;'01000';23;1;D;'085W';          0.00;        105.13;        105.13;        105.13;          0.00;        100.00;          0.00;        100.00;          0.00;          5.13
'1.01000.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.01000.425890';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'01000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.01000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'01000';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.428890';FERTIG BEZOGENE TEILE;AUSGABE;'01000';23;1;D;'085W';          0.00;         22.52;         22.52;         22.52;          0.00;        100.00;          0.00;        100.00;         77.48;          0.00
'1.01000.454000';REINIGUNGSMITTEL;AUSGABE;'01000';23;1;D;'0805';          0.00;         39.81;         39.81;         39.81;          0.00;          0.00;          0.00;          0.00;          0.00;         39.81
'1.01000.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;D;'MD00';          0.00;        297.69;        297.69;        297.69;          0.00;        200.00;          0.00;        200.00;          0.00;         97.69
'1.01000.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;D;'MD00';          0.00;        246.82;        246.82;        246.82;          0.00;        800.00;          0.00;        800.00;        553.18;          0.00
'1.01000.457000';DRUCKWERKE;AUSGABE;'01000';23;1;D;'MD00';         45.74;       1825.50;       1871.24;       1848.42;         22.82;       1900.00;          0.00;       1900.00;         74.50;          0.00
'1.01000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'01000';23;1;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.457100';DRUCKWERKE;AUSGABE;'01000';23;1;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.457950';DRUCKWERKE;AUSGABE;'01000';23;9;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.01000.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01000';23;1;D;'MD00';          0.00;         85.27;         85.27;         85.27;          0.00;        200.00;          0.00;        200.00;        114.73;          0.00
'1.01000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;     541010.37;     541010.37;     541010.37;          0.00;     505400.00;          0.00;     505400.00;          0.00;      35610.37
'1.01000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;      49974.12;      49974.12;      49974.12;          0.00;      51500.00;          0.00;      51500.00;       1525.88;          0.00
'1.01000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;     151052.33;     151052.33;     151052.33;          0.00;     115400.00;          0.00;     115400.00;          0.00;      35652.33
'1.01000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;        278.60;        278.60;        278.60;          0.00;          0.00;          0.00;          0.00;          0.00;        278.60
'1.01000.560000';REISEGEBÜHREN;AUSGABE;'01000';20;0;D;'MD00';          0.00;       3756.03;       3756.03;       3756.03;          0.00;       2000.00;          0.00;       2000.00;          0.00;       1756.03
'1.01000.560950';REISEGEBÜHREN;AUSGABE;'01000';20;0;D;'MD00';          0.00;       2426.38;       2426.38;       2426.38;          0.00;          0.00;          0.00;          0.00;          0.00;       2426.38
'1.01000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01000';20;0;D;'MD00';          0.00;         52.08;         52.08;         52.08;          0.00;        200.00;          0.00;        200.00;        147.92;          0.00
'1.01000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;S;'MD00';          0.00;       5196.30;       5196.30;       5196.30;          0.00;       5400.00;          0.00;       5400.00;        203.70;          0.00
'1.01000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;D;'MD00';          0.00;       1232.19;       1232.19;       1232.19;          0.00;          0.00;          0.00;          0.00;          0.00;       1232.19
'1.01000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01000';20;0;S;'MD00';          0.00;       1130.40;       1130.40;       1130.40;          0.00;       2000.00;          0.00;       2000.00;        869.60;          0.00
