Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;VQ;FG;DKL;AOB;Voranschlag 2011 EUR;Voranschlag 2010 EUR;Rechnung 2009 EUR
'1.00000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;'SN001';'MDPA';    1436600.00;    1413700.00;    1568101.50
'1.00000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;'SN001';'MDPA';     365700.00;     365700.00;     374759.72
'1.00000.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'00000';20;0;'SN001';'MDPA';          0.00;          0.00;       2342.70
'1.00000.522500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'00000';20;0;'SN001';'MDPA';       1800.00;       1800.00;      52109.75
'1.00000.523100';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ARBE;AUSGABE;'00000';20;0;'SN001';'MDPA';          0.00;          0.00;       5856.80
'1.00000.523500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ARBE;AUSGABE;'00000';20;0;'SN001';'MDPA';          0.00;          0.00;       2981.04
'1.00000.560000';REISEGEBÜHREN;AUSGABE;'00000';20;0;'MD060';'MDPA';       1800.00;       1800.00;       2219.18
'1.00000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'00000';20;0;'SN001';'MDPA';          0.00;          0.00;         40.32
'1.00000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;'SN001';'MDPA';       6300.00;       6300.00;       6438.40
'1.00000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;'MD060';'MDPA';      10000.00;       7000.00;      11083.50
'1.00000.567000';BELOHNUNGEN UND GELDAUSHILFEN;AUSGABE;'00000';20;0;'SN001';'MDPA';        200.00;        200.00;        150.00
'1.00000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'00000';20;0;'SN001';'MDPA';       7900.00;       7900.00;       7621.00
'1.00000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;'SN001';'MDPA';     118400.00;     118400.00;     120946.98
'1.00000.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;'SN001';'MDPA';        100.00;        100.00;       2478.98
'1.00000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;'SN001';'MDPA';     315200.00;     315200.00;     407163.99
'1.00000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;'SN001';'MDPA';      39200.00;      39200.00;      39901.86
'1.00000.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;'SN001';'MDPA';        400.00;        400.00;      11680.59
'1.00000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'00000';20;0;'SN001';'MDPA';       4100.00;       4100.00;       4509.50
'1.00000.600000';STROM;AUSGABE;'00000';24;1;'12001';'0804';      19000.00;      20000.00;      21308.89
'1.00000.602000';WASSER;AUSGABE;'00000';24;1;'12101';'0804';       1400.00;       1500.00;       1523.56
'1.00000.603000';WÄRME;AUSGABE;'00000';24;1;'12001';'0804';      20900.00;      22000.00;      23622.07
'1.00000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;'12230';'0804';       5700.00;       6000.00;          0.00
'1.00000.614200';INSTANDH. VON GEBÄUDEN WB;AUSGABE;'00000';24;1;'MD060';'MDPA';       5000.00;          0.00;      10406.26
'1.00000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;'12230';'0804';       1000.00;       1000.00;      12687.61
'1.00000.614509';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;'12230';'0804';          0.00;          0.00;       1055.18
'1.00000.614890';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;'G085W';'085W';          0.00;        500.00;        749.70
'1.00000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;2;'12230';'0804';       1000.00;       1000.00;        233.44
'1.00000.618200';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;'MD060';'MDPA';       1000.00;       1000.00;       1408.88
'1.00000.618509';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;'12230';'0804';          0.00;          0.00;        391.80
'1.00000.618890';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;'G085W';'085W';          0.00;        200.00;          0.00
'1.00000.618990';INSTANDH. VON SONSTIGEN ANLAGEN EDV;AUSGABE;'00000';24;3;'GMDI0';'MDIM';          0.00;          0.00;         98.67
'1.00000.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'00000';24;9;'MD060';'MDPA';        500.00;        500.00;        680.94
'1.00000.620200';PERSONEN- UND GÜTERTRANSPORTE TAXIBENÜTZUNG;AUSGABE;'00000';24;9;'MD060';'MDPA';       6000.00;       6000.00;       4788.79
'1.00000.630000';POSTDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';      10000.00;      10000.00;      11173.16
'1.00000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';          0.00;       7500.00;       4235.15
'1.00000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';          0.00;      17300.00;      23809.08
'1.00000.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';          0.00;       2600.00;       2518.39
'1.00000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'00000';25;8;'SN021';'SN21';       4400.00;       4800.00;       5621.34
'1.00000.670000';VERSICHERUNGEN;AUSGABE;'00000';24;8;'12101';'0804';       7600.00;       8000.00;       8609.15
'1.00000.700000';MIETZINSE;AUSGABE;'00000';24;8;'12101';'0804';      17100.00;      18000.00;      16517.40
'1.00000.700100';MIETZINSE BEZIRKS- UND STADTTEILVERSAMMLUNGEN;AUSGABE;'00000';24;9;'MD002';'MDPA';       2000.00;       1000.00;       1113.00
'1.00000.700110';MIETZINSE KOPIERER;AUSGABE;'00000';24;8;'MD060';'MDPA';          0.00;          0.00;       1791.26
'1.00000.700200';MIETZINSE LEASINGRATEN;AUSGABE;'00000';24;8;'08107';'0800';     147300.00;     156400.00;     162164.05
'1.00000.700600';MIETZINSE;AUSGABE;'00000';24;8;'MD060';'MDPA';          0.00;      30000.00;          0.00
'1.00000.700700';MIETZINSE KÜNDIGUNGSVERZICHT;AUSGABE;'00000';24;8;'12020';'0804';       8800.00;       8800.00;       7204.05
'1.00000.700800';MIETZINSE CITY-BACKBONE;AUSGABE;'00000';24;8;'12230';'0804';       1000.00;       1000.00;        742.55
'1.00000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'00000';24;8;'12101';'0804';      19000.00;      20000.00;      20730.28
'1.00000.721000';BEZÜGE DER GEWÄHLTEN ORGANE STADTSENATSMITGLIEDER;AUSGABE;'00000';22;8;'MD060';'MDPA';    1304000.00;    1305000.00;    1306800.86
'1.00000.721100';BEZÜGE DER GEWÄHLTEN ORGANE GEMEINDERÄTE;AUSGABE;'00000';22;8;'MD060';'MDPA';    1524000.00;    1525000.00;    1523654.24
'1.00000.721200';BEZÜGE DER GEWÄHLTEN ORGANE BEZIRKSVORSTEHER;AUSGABE;'00000';22;8;'MD060';'MDPA';     583000.00;     584000.00;     577596.32
'1.00000.721300';BEZÜGE DER GEWÄHLTEN ORGANE REISEGEBÜHREN;AUSGABE;'00000';22;9;'MD060';'MDPA';      15000.00;      15000.00;      13533.48
'1.00000.721400';BEZÜGE DER GEWÄHLTEN ORGANE ABFERTIGUNGEN;AUSGABE;'00000';22;8;'MD060';'MDPA';          0.00;        100.00;          0.00
'1.00000.721500';BEZÜGE DER GEWÄHLTEN ORGANE ZUSCHÜSSE;AUSGABE;'00000';22;8;'MD060';'MDPA';      20400.00;          0.00;          0.00
'1.00000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;8;'12101';'0804';       7600.00;       8000.00;       5078.31
'1.00000.728110';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;'12003';'0805';          0.00;          0.00;        381.53
'1.00000.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;'MD060';'MDPA';        700.00;        300.00;        721.52
'1.00000.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN TAGUNGSGEBÜHREN;AUSGABE;'00000';24;9;'MD060';'MDPA';       1000.00;       1000.00;      14486.08
'1.00000.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'00000';24;9;'MD060';'MDPA';          0.00;          0.00;        295.00
'1.00000.728500';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;'';'BG00';          0.00;        100.00;          0.00
'1.00000.728980';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;'MD060';'MDPA';      35000.00;          0.00;        456.51
'1.00000.751001';LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS;AUSGABE;'00000';26;0;'SN001';'MDPA';     189600.00;     189600.00;     200596.41
'1.00000.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'00000';27;5;'';'0800';     963900.00;     963900.00;     963643.85
'1.00000.760000';PENSIONEN UND SONSTIGE RUHEBEZÜGE (EINSCHL.DG-BEIT;AUSGABE;'00000';21;8;'MD060';'MDPA';    2120000.00;    1995000.00;    1976904.03
'1.01000.010000';GEBÄUDE;AUSGABE;'01000';40;3;'12230';'0804';       1000.00;       1000.00;          0.00
'1.01000.042000';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;'GMD00';'MD00';      16700.00;      20500.00;          0.00
'1.01000.042019';AMTSAUSSTATTUNG A 8/5W;AUSGABE;'01000';41;3;'GMD00';'MD00';          0.00;        200.00;          0.00
'1.01000.042600';AMTSAUSSTATTUNG WB;AUSGABE;'01000';41;3;'GMD00';'MD00';        400.00;        400.00;          0.00
'1.01000.043550';BETRIEBSAUSSTATTUNG;AUSGABE;'01000';41;3;'12230';'0804';       1000.00;       1000.00;          0.00
'1.01000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01000';65;8;'SN021';'SN21';      90900.00;      87900.00;      84969.88
'1.01000.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;'GMD00';'MD00';        800.00;        800.00;        701.42
'1.01000.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;'12230';'0804';       1000.00;       1000.00;         77.80
'1.01000.400890';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;'G085W';'085W';          0.00;        100.00;          0.00
'1.01000.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;'GMDI0';'MDIM';          0.00;          0.00;         76.27
'1.01000.420890';PFLANZLICHE ROHSTOFFE;AUSGABE;'01000';23;1;'G085W';'085W';          0.00;        100.00;          0.00
'1.01000.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01000';23;1;'G085W';'085W';          0.00;        100.00;          0.00
'1.01000.425890';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'01000';23;1;'G085W';'085W';          0.00;        100.00;          0.00
'1.01000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'01000';23;1;'12230';'0804';       1000.00;       1000.00;          0.00
'1.01000.428890';FERTIG BEZOGENE TEILE;AUSGABE;'01000';23;1;'G085W';'085W';          0.00;        100.00;          0.00
'1.01000.452000';TREIBSTOFFE;AUSGABE;'01000';23;1;'MD002';'MDPA';          0.00;          0.00;         30.00
'1.01000.454000';REINIGUNGSMITTEL;AUSGABE;'01000';23;1;'12202';'0805';          0.00;          0.00;         36.59
'1.01000.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;        463.55
'1.01000.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;'GMD00';'MD00';        800.00;        800.00;        129.73
'1.01000.457000';DRUCKWERKE;AUSGABE;'01000';23;1;'GMD00';'MD00';       1900.00;       1900.00;       1454.64
'1.01000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;         96.67
'1.01000.457100';DRUCKWERKE;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.457950';DRUCKWERKE;AUSGABE;'01000';23;9;'GMD00';'MD00';        500.00;        500.00;          0.00
'1.01000.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;         91.80
'1.01000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;'SN001';'MD00';     705400.00;     505400.00;     573493.10
'1.01000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;'SN001';'MD00';      31500.00;      51500.00;      51282.67
'1.01000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01000';20;0;'SN001';'MD00';      85400.00;     115400.00;     121327.62
'1.01000.560000';REISEGEBÜHREN;AUSGABE;'01000';20;0;'GMD00';'MD00';       2000.00;       2000.00;       1904.26
'1.01000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01000';20;0;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;'SN001';'MD00';       5400.00;       5400.00;       5110.20
'1.01000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;'GMD00';'MD00';          0.00;          0.00;       1157.96
'1.01000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01000';20;0;'SN001';'MD00';       2000.00;       2000.00;       1761.80
'1.01000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'01000';20;0;'SN001';'MD00';      20000.00;      30000.00;      28659.86
'1.01000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;'SN001';'MD00';      29500.00;      49700.00;      49201.86
'1.01000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;'SN001';'MD00';      13900.00;      18600.00;      17917.33
'1.01000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01000';20;0;'SN001';'MD00';        600.00;        600.00;        808.00
'1.01000.600000';STROM;AUSGABE;'01000';24;1;'12001';'0804';       3300.00;       3500.00;       3651.11
'1.01000.602000';WASSER;AUSGABE;'01000';24;1;'12101';'0804';        300.00;        300.00;        292.65
'1.01000.603000';WÄRME;AUSGABE;'01000';24;1;'12001';'0804';       4800.00;       5000.00;       3744.40
'1.01000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'01000';24;3;'12230';'0804';       5700.00;       6000.00;          2.80
'1.01000.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'01000';24;3;'GMD00';'MD00';          0.00;        200.00;        728.70
'1.01000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'01000';24;3;'12230';'0804';       1000.00;       1000.00;       2226.62
'1.01000.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;3;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;2;'12230';'0804';       1000.00;       1000.00;         28.36
'1.01000.618100';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;3;'G0FW0';'FW00';          0.00;       1000.00;         73.92
'1.01000.618109';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'01000';24;3;'GMD00';'MD00';          0.00;        200.00;         74.13
'1.01000.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'01000';24;3;'GMD00';'MD00';        200.00;        200.00;        902.29
'1.01000.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'01000';24;8;'GMD00';'MD00';        200.00;        200.00;         21.54
'1.01000.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'01000';24;9;'GMD00';'MD00';        500.00;        500.00;        401.78
'1.01000.630000';POSTDIENSTE;AUSGABE;'01000';24;1;'MD002';'MDPA';        500.00;        500.00;        476.40
'1.01000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;'GMD00';'MD00';          0.00;       1000.00;        467.35
'1.01000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;'GMD00';'MD00';          0.00;       2100.00;       1522.96
'1.01000.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;'MD002';'MDPA';          0.00;        400.00;        352.88
'1.01000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'01000';25;8;'SN021';'SN21';      11400.00;      14600.00;      17827.77
'1.01000.670000';VERSICHERUNGEN;AUSGABE;'01000';24;8;'12101';'0804';        500.00;        500.00;        538.22
'1.01000.670100';VERSICHERUNGEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        100.00;        100.00;         65.00
'1.01000.700000';MIETZINSE;AUSGABE;'01000';24;8;'12101';'0804';      10500.00;      11000.00;      10892.61
'1.01000.700300';MIETZINSE LEASINGRATEN;AUSGABE;'01000';24;8;'08107';'0800';      24000.00;      24400.00;      25197.64
'1.01000.700500';MIETZINSE;AUSGABE;'01000';24;9;'GMD00';'MD00';        100.00;        100.00;          9.28
'1.01000.700510';MIETZINSE GBG-MIETEN;AUSGABE;'01000';24;8;'12020';'0804';       8000.00;       8000.00;       7493.31
'1.01000.700700';MIETZINSE KÜNDIGUNGSVERZICHT;AUSGABE;'01000';24;8;'12020';'0804';       6000.00;       6000.00;       9682.60
'1.01000.700800';MIETZINSE CITY-BACKBONE;AUSGABE;'01000';24;8;'12230';'0804';       1000.00;       1000.00;         90.18
'1.01000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;8;'12101';'0804';       3300.00;       3500.00;       3387.64
'1.01000.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;8;'MD002';'MDPA';          0.00;          0.00;        628.20
'1.01000.710110';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;9;'GMD00';'MD00';        200.00;        200.00;        264.00
'1.01000.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        800.00;        800.00;        700.00
'1.01000.723950';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        900.00;        900.00;          0.00
'1.01000.726000';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'01000';24;9;'GMD00';'MD00';          0.00;          0.00;         95.00
'1.01000.726100';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'01000';24;4;'';'1600';        300.00;        300.00;        288.50
'1.01000.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;8;'GMD00';'MD00';       6000.00;       6000.00;          0.00
'1.01000.728006';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-WERKSTÄTTEN;AUSGABE;'01000';24;3;'GMD00';'MD00';        600.00;          0.00;          0.00
'1.01000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;8;'12101';'0804';       1100.00;       1200.00;        719.81
'1.01000.728110';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;'12003';'0805';          0.00;          0.00;         46.35
'1.01000.728120';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;3;'12230';'0804';          0.00;          0.00;         31.04
'1.01000.728240';ENTGELTE FÜR SONSTIGE LEISTUNGEN AUTOWÄSCHE;AUSGABE;'01000';24;9;'MD002';'MDPA';          0.00;          0.00;          6.90
'1.01000.728610';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;'MD140';'MD00';       4000.00;       4300.00;        562.56
'1.01000.728700';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;'G0FW0';'FW00';          0.00;      22000.00;      21033.48
'1.01000.728910';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.728920';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN, SUPERVISIONEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        700.00;        700.00;        185.00
'1.01000.728930';ENTGELTE FÜR SONSTIGE LEISTUNGEN SUCHTPRÄVENTION;AUSGABE;'01000';24;9;'GMD00';'MD00';        500.00;        500.00;          0.00
'1.01000.728950';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;'GMD00';'MD00';       7600.00;       8100.00;       1102.78
'1.01000.729800';SONSTIGE AUSGABEN KFA;AUSGABE;'01000';24;4;'';'0800';      48400.00;      47300.00;      49519.24
'1.01010.042000';AMTSAUSSTATTUNG;AUSGABE;'01010';41;3;'GMDP0';'MDPA';       2000.00;       4000.00;       1665.54
'1.01010.043550';BETRIEBSAUSSTATTUNG;AUSGABE;'01010';41;3;'12230';'0804';       1000.00;       1000.00;          0.00
'1.01010.070990';AKTIVIERUNGSFÄHIGE RECHTE EDV;AUSGABE;'01010';42;3;'GMDI0';'MDIM';          0.00;          0.00;         72.32
