Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;VQ;FG;DKL;AOB;Voranschlag 2009 EUR;Voranschlag 2008 EUR;Rechnung 2007 EUR
'1.00000.420890';PFLANZLICHE ROHSTOFFE;AUSGABE;'00000';23;1;'G085W';'085W';        500.00;       1500.00;         60.53
'1.00000.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'00000';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.00000.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'00000';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.00000.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'00000';23;1;'G085W';'085W';        500.00;       3300.00;          0.00
'1.00000.425890';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'00000';23;1;'G085W';'085W';        500.00;       1000.00;          0.00
'1.00000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'00000';23;1;'12230';'0805';       1000.00;          0.00;        246.65
'1.00000.428890';FERTIG BEZOGENE TEILE;AUSGABE;'00000';23;1;'G085W';'085W';        500.00;       1000.00;        594.04
'1.00000.454000';REINIGUNGSMITTEL;AUSGABE;'00000';23;1;'12202';'0805';          0.00;          0.00;        221.41
'1.00000.454200';REINIGUNGSMITTEL;AUSGABE;'00000';23;1;'MD060';'MDPA';        100.00;        100.00;         36.97
'1.00000.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'00000';23;1;'';'0805';          0.00;          0.00;       4797.26
'1.00000.456200';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'00000';23;1;'MD060';'MDPA';      10000.00;       7800.00;       2810.76
'1.00000.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'00000';23;1;'GMDI0';'MDIM';          0.00;          0.00;      13258.10
'1.00000.457000';DRUCKWERKE;AUSGABE;'00000';23;1;'';'0805';          0.00;          0.00;      14263.97
'1.00000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'00000';23;1;'MD060';'MDPA';      12000.00;       8000.00;       7801.23
'1.00000.457100';DRUCKWERKE;AUSGABE;'00000';23;1;'';'0805';          0.00;          0.00;         28.15
'1.00000.457200';DRUCKWERKE;AUSGABE;'00000';23;1;'MD060';'MDPA';      18000.00;      14000.00;        990.44
'1.00000.458200';MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG;AUSGABE;'00000';23;1;'MD060';'MDPA';        100.00;        100.00;          0.00
'1.00000.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;'';'0805';          0.00;          0.00;        895.56
'1.00000.459200';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;'MD060';'MDPA';        600.00;        300.00;        218.28
'1.00000.459550';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.00000.459890';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;'G085W';'085W';        100.00;        500.00;        105.21
'1.00000.459990';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;'';'MDIM';          0.00;          0.00;        155.46
'1.00000.480890';FREMDBEARBEITUNG (LOHNARBEIT);AUSGABE;'00000';23;1;'G085W';'085W';        200.00;       1000.00;          0.00
'1.00000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'00000';20;0;'SN001';'MDPA';     792200.00;     840000.00;     821500.68
'1.00000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'00000';20;0;'SN001';'MDPA';     167800.00;     324300.00;     185284.55
'1.00000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;'SN001';'MDPA';    1465000.00;    1195000.00;    1358593.25
'1.00000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;'SN001';'MDPA';     321100.00;     306200.00;     315318.38
'1.00000.522500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'00000';20;0;'SN001';'MDPA';          0.00;      24100.00;      23502.81
'1.00000.560000';REISEGEBÜHREN;AUSGABE;'00000';20;0;'MD060';'MDPA';       1200.00;       1200.00;       1667.83
'1.00000.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'00000';20;0;'SN001';'MDPA';        200.00;          0.00;          0.00
'1.00000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'00000';20;0;'SN001';'MDPA';        100.00;          0.00;         39.24
'1.00000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;'SN001';'MDPA';       5400.00;       6000.00;       5796.20
'1.00000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;'MD060';'MDPA';       6400.00;       7000.00;       6804.14
'1.00000.567000';BELOHNUNGEN UND GELDAUSHILFEN;AUSGABE;'00000';20;0;'SN001';'MDPA';        200.00;          0.00;          0.00
'1.00000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'00000';20;0;'SN001';'MDPA';      16400.00;      14400.00;      14051.80
'1.00000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;'SN001';'MDPA';      44700.00;          0.00;          0.00
'1.00000.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;'SN001';'MDPA';          0.00;          0.00;         22.55
'1.00000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;'SN001';'MDPA';     378500.00;     267800.00;     359641.66
'1.00000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;'SN001';'MDPA';      42600.00;      42900.00;      42314.35
'1.00000.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;'SN001';'MDPA';          0.00;       5100.00;       4966.04
'1.00000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'00000';20;0;'SN001';'MDPA';       4000.00;       4000.00;       3854.00
'1.00000.600000';STROM;AUSGABE;'00000';24;1;'12001';'0805';      25000.00;      30000.00;      23577.14
'1.00000.602000';WASSER;AUSGABE;'00000';24;1;'12101';'0805';       1500.00;       1500.00;       1461.48
'1.00000.603000';WÄRME;AUSGABE;'00000';24;1;'12001';'0805';      22000.00;      20000.00;      17061.15
'1.00000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;'12230';'0805';       4000.00;     100000.00;      43622.42
'1.00000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;'12230';'0805';       1000.00;          0.00;        924.13
'1.00000.614890';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;'G085W';'085W';        500.00;        500.00;          0.00
'1.00000.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;'G0200';'2000';          0.00;          0.00;        368.41
'1.00000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;2;'12230';'0805';       1000.00;          0.00;         99.17
'1.00000.618120';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;'G0850';'0805';          0.00;          0.00;      14462.89
'1.00000.618200';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;'MD060';'MDPA';       1000.00;       1000.00;        884.17
'1.00000.618890';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;'G085W';'085W';        200.00;        500.00;          0.00
'1.00000.618990';INSTANDH. VON SONSTIGEN ANLAGEN EDV;AUSGABE;'00000';24;3;'GMDI0';'MDIM';          0.00;        100.00;          0.00
'1.00000.620200';PERSONEN- UND GÜTERTRANSPORTE TAXIBENÜTZUNG;AUSGABE;'00000';24;9;'MD060';'MDPA';       6000.00;       6000.00;       5881.74
'1.00000.630000';POSTDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';      20000.00;      20000.00;      19750.26
'1.00000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';      10000.00;      10000.00;       9794.88
'1.00000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';      17300.00;      17000.00;      16478.21
'1.00000.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;'MD002';'MDPA';       4000.00;       4000.00;       3985.78
'1.00000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'00000';25;8;'SN021';'SN21';       6000.00;       6400.00;       6936.53
'1.00000.670000';VERSICHERUNGEN;AUSGABE;'00000';24;8;'12101';'0805';       8000.00;      14000.00;      13616.94
'1.00000.700000';MIETZINSE;AUSGABE;'00000';24;8;'12101';'0805';      18000.00;      18000.00;      17539.31
'1.00000.700100';MIETZINSE BEZIRKS- UND STADTTEILVERSAMMLUNGEN;AUSGABE;'00000';24;9;'MD002';'MDPA';       1000.00;       1000.00;        555.00
'1.00000.700110';MIETZINSE KOPIERER;AUSGABE;'00000';24;8;'MD060';'MDPA';      10000.00;      10000.00;       6085.11
'1.00000.700120';MIETZINSE KOPIERER;AUSGABE;'00000';24;8;'G0850';'0805';          0.00;          0.00;       7017.53
'1.00000.700200';MIETZINSE LEASINGRATEN;AUSGABE;'00000';24;8;'08107';'0800';     173300.00;     171700.00;     166854.09
'1.00000.700600';MIETZINSE;AUSGABE;'00000';24;8;'MD060';'MDPA';      40000.00;          0.00;          0.00
'1.00000.700700';MIETZINSE KÜNDIGUNGSVERZICHT;AUSGABE;'00000';24;8;'12020';'0805';       8800.00;          0.00;       6936.27
'1.00000.700800';MIETZINSE CITY-BACKBONE;AUSGABE;'00000';24;8;'12230';'0805';       1000.00;          0.00;        711.23
'1.00000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'00000';24;8;'12101';'0805';      20000.00;      20000.00;      19911.40
'1.00000.721000';BEZÜGE DER GEWÄHLTEN ORGANE STADTSENATSMITGLIEDER;AUSGABE;'00000';22;8;'MD060';'MDPA';    1322800.00;    1295000.00;    1250935.47
'1.00000.721100';BEZÜGE DER GEWÄHLTEN ORGANE GEMEINDERÄTE;AUSGABE;'00000';22;8;'MD060';'MDPA';    1546500.00;    1513000.00;    1444244.67
'1.00000.721200';BEZÜGE DER GEWÄHLTEN ORGANE BEZIRKSVORSTEHER;AUSGABE;'00000';22;8;'MD060';'MDPA';     591400.00;     580000.00;     586558.42
'1.00000.721300';BEZÜGE DER GEWÄHLTEN ORGANE REISEGEBÜHREN;AUSGABE;'00000';22;9;'MD060';'MDPA';      15000.00;      15000.00;      13211.35
'1.00000.721400';BEZÜGE DER GEWÄHLTEN ORGANE ABFERTIGUNGEN;AUSGABE;'00000';22;8;'MD060';'MDPA';        100.00;      66000.00;          0.00
'1.00000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;8;'12101';'0805';       8000.00;       5000.00;       4816.51
'1.00000.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;'MD060';'MDPA';        300.00;          0.00;          0.00
'1.00000.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN TAGUNGSGEBÜHREN;AUSGABE;'00000';24;9;'MD060';'MDPA';       1000.00;       1000.00;         95.00
'1.00000.728500';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;'';'BG00';        100.00;        100.00;      15160.00
'1.00000.728990';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV;AUSGABE;'00000';24;8;'GMDI0';'MDIM';          0.00;       2700.00;       2712.00
'1.00000.750001';LFD. TRANSFERZAHLUNGEN AN BUND, BUNDESFONDS U. -KA;AUSGABE;'00000';26;4;'MD002';'MDPA';          0.00;        100.00;          0.00
'1.00000.751001';LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS;AUSGABE;'00000';26;0;'SN001';'MDPA';          0.00;      77900.00;      75845.59
'1.00000.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'00000';27;5;'';'0800';     963900.00;     960200.00;     949200.00
'1.00000.757100';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'00000';27;5;'';'MDPA';          0.00;          0.00;       2288.01
'1.00000.760000';PENSIONEN UND SONSTIGE RUHEBEZÜGE (EINSCHL.DG-BEIT;AUSGABE;'00000';21;8;'MD060';'MDPA';    2029000.00;    2100000.00;    2101688.42
'1.01000.010000';GEBÄUDE;AUSGABE;'01000';40;3;'12230';'0805';       1000.00;          0.00;          0.00
'1.01000.042000';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;'GMD00';'MD00';      21500.00;      21500.00;          0.00
'1.01000.042019';AMTSAUSSTATTUNG A 8/5W;AUSGABE;'01000';41;3;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.042600';AMTSAUSSTATTUNG WB;AUSGABE;'01000';41;3;'GMD00';'MD00';        400.00;        400.00;          0.00
'1.01000.042990';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;'GMDI0';'MDIM';          0.00;          0.00;        920.30
'1.01000.043550';BETRIEBSAUSSTATTUNG;AUSGABE;'01000';41;3;'12230';'0805';       1000.00;          0.00;          0.00
'1.01000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01000';65;8;'SN021';'SN21';      85000.00;      82100.00;      79425.02
'1.01000.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;'GMD00';'MD00';        800.00;        800.00;        720.66
'1.01000.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;'12230';'0805';       1000.00;          0.00;        250.99
'1.01000.400890';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;'G085W';'085W';        100.00;        100.00;        260.72
'1.01000.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;'GMDI0';'MDIM';          0.00;          0.00;       1120.33
'1.01000.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'01000';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.01000.403000';HANDELSWAREN KRANZSPENDEN;AUSGABE;'01000';23;9;'MD002';'MDPA';          0.00;          0.00;       1800.00
'1.01000.420890';PFLANZLICHE ROHSTOFFE;AUSGABE;'01000';23;1;'G085W';'085W';        100.00;        100.00;         28.79
'1.01000.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'01000';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.01000.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01000';23;1;'12230';'0805';       1000.00;          0.00;          0.00
'1.01000.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'01000';23;1;'G085W';'085W';        100.00;        100.00;        332.40
'1.01000.425890';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'01000';23;1;'G085W';'085W';        100.00;        100.00;          0.00
'1.01000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'01000';23;1;'12230';'0805';       1000.00;          0.00;         16.72
'1.01000.428890';FERTIG BEZOGENE TEILE;AUSGABE;'01000';23;1;'G085W';'085W';        100.00;        100.00;        560.15
'1.01000.452000';TREIBSTOFFE;AUSGABE;'01000';23;1;'MD002';'MDPA';          0.00;          0.00;         57.74
'1.01000.454000';REINIGUNGSMITTEL;AUSGABE;'01000';23;1;'12202';'0805';          0.00;          0.00;         47.56
'1.01000.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;        550.70
'1.01000.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;'GMD00';'MD00';        800.00;        800.00;        621.30
'1.01000.457000';DRUCKWERKE;AUSGABE;'01000';23;1;'GMD00';'MD00';       2000.00;       2000.00;       1727.50
'1.01000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;        673.50
'1.01000.457100';DRUCKWERKE;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;         15.00
'1.01000.457950';DRUCKWERKE;AUSGABE;'01000';23;9;'GMD00';'MD00';        500.00;          0.00;          0.00
'1.01000.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01000';23;1;'GMD00';'MD00';        200.00;        200.00;         22.12
'1.01000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;'SN001';'MD00';     667000.00;     676800.00;     792297.57
'1.01000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;'SN001';'MD00';      53300.00;      69500.00;      51166.35
'1.01000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01000';20;0;'SN001';'MD00';      44400.00;      42700.00;      41620.77
'1.01000.560000';REISEGEBÜHREN;AUSGABE;'01000';20;0;'GMD00';'MD00';       2100.00;       2100.00;       3716.17
'1.01000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01000';20;0;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;'SN001';'MD00';       5700.00;       6100.00;       5896.80
'1.01000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01000';20;0;'SN001';'MD00';       1900.00;       2100.00;       2044.80
'1.01000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'01000';20;0;'SN001';'MD00';       9400.00;          0.00;          0.00
'1.01000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;'SN001';'MD00';      19500.00;      41500.00;      40366.57
'1.01000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;'SN001';'MD00';      20200.00;      21000.00;      20409.68
'1.01000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01000';20;0;'SN001';'MD00';        300.00;        900.00;        894.00
'1.01000.600000';STROM;AUSGABE;'01000';24;1;'12001';'0805';       3500.00;       5200.00;       4018.84
'1.01000.602000';WASSER;AUSGABE;'01000';24;1;'12101';'0805';        300.00;        300.00;        295.15
'1.01000.603000';WÄRME;AUSGABE;'01000';24;1;'12001';'0805';       5000.00;       4000.00;       2921.43
'1.01000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'01000';24;3;'12230';'0805';       4000.00;       1000.00;       4314.12
'1.01000.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'01000';24;3;'GMD00';'MD00';        200.00;        200.00;        160.00
'1.01000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'01000';24;3;'12230';'0805';       1000.00;          0.00;        492.01
'1.01000.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;3;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;2;'12230';'0805';       1000.00;          0.00;         12.05
'1.01000.618100';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'01000';24;3;'G0FW0';'FW00';       1500.00;       2000.00;          0.00
'1.01000.618109';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'01000';24;3;'GMD00';'MD00';        200.00;        200.00;         67.52
'1.01000.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'01000';24;3;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.618990';INSTANDH. VON SONSTIGEN ANLAGEN EDV;AUSGABE;'01000';24;3;'GMDI0';'MDIM';          0.00;        100.00;          0.00
'1.01000.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'01000';24;8;'GMD00';'MD00';        200.00;        200.00;        842.85
'1.01000.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'01000';24;9;'GMD00';'MD00';        500.00;        500.00;          0.00
'1.01000.630000';POSTDIENSTE;AUSGABE;'01000';24;1;'MD002';'MDPA';        800.00;        800.00;        848.95
'1.01000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;'GMD00';'MD00';       1000.00;       1000.00;        685.12
'1.01000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;'GMD00';'MD00';       2200.00;       2200.00;       1411.81
'1.01000.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'01000';24;1;'MD002';'MDPA';        500.00;        400.00;        362.65
'1.01000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'01000';25;8;'SN021';'SN21';      17900.00;      20900.00;      23839.68
'1.01000.670000';VERSICHERUNGEN;AUSGABE;'01000';24;8;'12101';'0805';        500.00;       2000.00;       1617.31
'1.01000.670100';VERSICHERUNGEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        100.00;        100.00;         90.00
'1.01000.700000';MIETZINSE;AUSGABE;'01000';24;8;'12101';'0805';      11000.00;      11000.00;      10193.39
'1.01000.700300';MIETZINSE LEASINGRATEN;AUSGABE;'01000';24;8;'08107';'0800';      26600.00;      26400.00;      25770.90
'1.01000.700500';MIETZINSE;AUSGABE;'01000';24;9;'GMD00';'MD00';        100.00;        100.00;        124.36
'1.01000.700510';MIETZINSE GBG-MIETEN;AUSGABE;'01000';24;8;'12020';'0805';      50000.00;          0.00;       8830.72
'1.01000.700700';MIETZINSE KÜNDIGUNGSVERZICHT;AUSGABE;'01000';24;8;'12020';'0805';       6000.00;          0.00;          0.00
'1.01000.700800';MIETZINSE CITY-BACKBONE;AUSGABE;'01000';24;8;'12230';'0805';       1000.00;          0.00;         86.42
'1.01000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;8;'12101';'0805';       3500.00;       3500.00;       3306.69
'1.01000.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;8;'MD002';'MDPA';          0.00;          0.00;       2656.40
'1.01000.710110';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'01000';24;9;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        800.00;        800.00;        800.00
'1.01000.723950';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'01000';24;9;'GMD00';'MD00';       1000.00;          0.00;          0.00
'1.01000.726100';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'01000';24;4;'';'1600';        400.00;        400.00;        297.00
'1.01000.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;8;'GMD00';'MD00';       7000.00;       7000.00;        399.00
'1.01000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;8;'12101';'0805';       1200.00;       1200.00;       1050.28
'1.01000.728240';ENTGELTE FÜR SONSTIGE LEISTUNGEN AUTOWÄSCHE;AUSGABE;'01000';24;9;'MD002';'MDPA';          0.00;          0.00;          3.90
'1.01000.728610';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;'MD140';'MD00';       4600.00;       4600.00;      10049.85
'1.01000.728700';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;'G0FW0';'FW00';      17000.00;      20000.00;      20226.97
'1.01000.728910';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        200.00;        200.00;          0.00
'1.01000.728920';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN, SUPERVISIONEN;AUSGABE;'01000';24;9;'GMD00';'MD00';        900.00;        900.00;        465.00
'1.01000.728930';ENTGELTE FÜR SONSTIGE LEISTUNGEN SUCHTPRÄVENTION;AUSGABE;'01000';24;9;'GMD00';'MD00';        500.00;        500.00;        465.12
'1.01000.728950';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'01000';24;9;'GMD00';'MD00';       8500.00;          0.00;          0.00
'1.01000.729800';SONSTIGE AUSGABEN KFA;AUSGABE;'01000';24;4;'';'0800';      52500.00;     806500.00;     958170.85
