'1.00000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'00000';23;1;D;'MDPA';          0.00;       2683.47;       2683.47;       2683.47;          0.00;      20000.00;          0.00;      20000.00;      17316.53;          0.00
'1.00000.457200';DRUCKWERKE;AUSGABE;'00000';23;1;D;'MDPA';         58.87;      24411.24;      24470.11;      21062.66;       3407.45;      24000.00;          0.00;      24000.00;          0.00;        411.24
'1.00000.459006';SONSTIGE VERBRAUCHSGÜTER GBG;AUSGABE;'00000';23;1;D;'MDPA';          0.00;         63.00;         63.00;          0.00;         63.00;          0.00;          0.00;          0.00;          0.00;         63.00
'1.00000.459200';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;D;'MDPA';          0.00;       1677.13;       1677.13;       1677.13;          0.00;        300.00;          0.00;        300.00;          0.00;       1377.13
'1.00000.459550';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.459990';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'00000';23;1;D;'MDPA';        387.59;          0.00;        387.59;        387.59;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.00000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     753774.13;     753774.13;     753774.13;          0.00;     662800.00;          0.00;     662800.00;          0.00;      90974.13
'1.00000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     131382.00;     131382.00;     131382.00;          0.00;     145500.00;          0.00;     145500.00;      14118.00;          0.00
'1.00000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;    1585248.08;    1585248.08;    1585248.08;          0.00;    1436600.00;          0.00;    1436600.00;          0.00;     148648.08
'1.00000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     319151.11;     319151.11;     319151.11;          0.00;     365700.00;          0.00;     365700.00;      46548.89;          0.00
'1.00000.522500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'00000';20;0;S;'MDPA';          0.00;      38669.05;      38669.05;      38669.05;          0.00;       1800.00;          0.00;       1800.00;          0.00;      36869.05
'1.00000.560000';REISEGEBÜHREN;AUSGABE;'00000';20;0;D;'MDPA';          0.00;       7629.58;       7629.58;       7629.58;          0.00;       1800.00;          0.00;       1800.00;          0.00;       5829.58
'1.00000.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       1002.90;       1002.90;       1002.90;          0.00;          0.00;          0.00;          0.00;          0.00;       1002.90
'1.00000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       1046.22;       1046.22;       1046.22;          0.00;          0.00;          0.00;          0.00;          0.00;       1046.22
'1.00000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       4396.57;       4396.57;       4396.57;          0.00;       6300.00;          0.00;       6300.00;       1903.43;          0.00
'1.00000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'00000';20;0;D;'MDPA';          0.00;      13018.95;      13018.95;      13018.95;          0.00;      10000.00;          0.00;      10000.00;          0.00;       3018.95
'1.00000.567000';BELOHNUNGEN UND GELDAUSHILFEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.00000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       3605.72;       3605.72;       3605.72;          0.00;       7900.00;          0.00;       7900.00;       4294.28;          0.00
'1.00000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     120685.27;     120685.27;     120685.27;          0.00;     118400.00;          0.00;     118400.00;          0.00;       2285.27
'1.00000.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       1739.93;       1739.93;       1739.93;          0.00;        100.00;          0.00;        100.00;          0.00;       1639.93
'1.00000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;S;'MDPA';          0.00;     402323.48;     402323.48;     402323.48;          0.00;     315200.00;          0.00;     315200.00;          0.00;      87123.48
'1.00000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;S;'MDPA';          0.00;      43170.15;      43170.15;      43170.15;          0.00;      39200.00;          0.00;      39200.00;          0.00;       3970.15
'1.00000.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'00000';20;0;S;'MDPA';          0.00;       8200.18;       8200.18;       8200.18;          0.00;        400.00;          0.00;        400.00;          0.00;       7800.18
'1.00000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'00000';20;0;S;'MDPA';          0.00;       3648.00;       3648.00;       3648.00;          0.00;       4100.00;          0.00;       4100.00;        452.00;          0.00
'1.00000.600000';STROM;AUSGABE;'00000';24;1;D;'0804';       3540.30;          0.00;       3540.30;       3540.30;          0.00;      19000.00;          0.00;      19000.00;      19000.00;          0.00
'1.00000.600005';STROM;AUSGABE;'00000';24;1;D;'0804';          0.00;      17002.29;      17002.29;          0.00;      17002.29;          0.00;          0.00;          0.00;          0.00;      17002.29
'1.00000.602000';WASSER;AUSGABE;'00000';24;1;D;'0804';        509.43;          0.00;        509.43;        509.43;          0.00;       1400.00;          0.00;       1400.00;       1400.00;          0.00
'1.00000.602005';WASSER;AUSGABE;'00000';24;1;D;'0804';          0.00;       1656.99;       1656.99;          0.00;       1656.99;          0.00;          0.00;          0.00;          0.00;       1656.99
'1.00000.603000';WÄRME;AUSGABE;'00000';24;1;D;'0804';       2258.33;          0.00;       2258.33;       2258.33;          0.00;      20900.00;          0.00;      20900.00;      20900.00;          0.00
'1.00000.603005';WÄRME;AUSGABE;'00000';24;1;D;'0804';          0.00;      27735.20;      27735.20;          0.00;      27735.20;          0.00;          0.00;          0.00;          0.00;      27735.20
'1.00000.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       5700.00;          0.00;       5700.00;       5700.00;          0.00
'1.00000.614005';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'0804';          0.00;      20330.30;      20330.30;          0.00;      20330.30;          0.00;          0.00;          0.00;          0.00;      20330.30
'1.00000.614006';INSTANDH. VON GEBÄUDEN GBG-WERKSTÄTTEN;AUSGABE;'00000';24;3;D;'MDPA';          0.00;       1873.17;       1873.17;        365.17;       1508.00;          0.00;          0.00;          0.00;          0.00;       1873.17
'1.00000.614025';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'0804';          0.00;          5.62;          5.62;          0.00;          5.62;          0.00;          0.00;          0.00;          0.00;          5.62
'1.00000.614200';INSTANDH. VON GEBÄUDEN WB;AUSGABE;'00000';24;1;D;'MDPA';          0.00;        120.79;        120.79;        120.79;          0.00;       5000.00;          0.00;       5000.00;       4879.21;          0.00
'1.00000.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'00000';24;3;D;'0804';       1778.25;          0.00;       1778.25;       1778.25;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;2;D;'0804';         82.57;          0.00;         82.57;         82.57;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.618200';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'00000';24;3;D;'MDPA';          0.00;       5460.90;       5460.90;       5460.90;          0.00;       1000.00;          0.00;       1000.00;          0.00;       4460.90
'1.00000.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'00000';24;9;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.00000.620200';PERSONEN- UND GÜTERTRANSPORTE TAXIBENÜTZUNG;AUSGABE;'00000';24;9;D;'MDPA';        716.65;       2746.96;       3463.61;       3075.85;        387.76;       6000.00;          0.00;       6000.00;       3253.04;          0.00
'1.00000.630000';POSTDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';          0.00;       7700.32;       7700.32;       7700.32;          0.00;      10000.00;          0.00;      10000.00;       2299.68;          0.00
'1.00000.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';        297.75;          0.00;        297.75;        297.75;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.00000.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';       4424.49;          0.00;       4424.49;       4424.49;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.00000.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'00000';24;1;D;'MDPA';        180.97;          0.00;        180.97;        180.97;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.00000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'00000';25;8;S;'SN21';          0.00;       3916.48;       3916.48;       3916.48;          0.00;       4400.00;          0.00;       4400.00;        483.52;          0.00
'1.00000.670000';VERSICHERUNGEN;AUSGABE;'00000';24;8;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       7600.00;          0.00;       7600.00;       7600.00;          0.00
'1.00000.670005';VERSICHERUNGEN;AUSGABE;'00000';24;8;D;'0804';          0.00;       2934.04;       2934.04;          0.00;       2934.04;          0.00;          0.00;          0.00;          0.00;       2934.04
'1.00000.700000';MIETZINSE;AUSGABE;'00000';24;8;D;'0804';          0.00;       4129.35;       4129.35;       4129.35;          0.00;      17100.00;          0.00;      17100.00;      12970.65;          0.00
'1.00000.700005';MIETZINSE;AUSGABE;'00000';24;8;D;'0804';          0.00;      16477.92;      16477.92;          0.00;      16477.92;          0.00;          0.00;          0.00;          0.00;      16477.92
'1.00000.700100';MIETZINSE BEZIRKS- UND STADTTEILVERSAMMLUNGEN;AUSGABE;'00000';24;9;D;'MDPA';          0.00;       1172.34;       1172.34;        782.34;        390.00;       2000.00;          0.00;       2000.00;        827.66;          0.00
'1.00000.700107';MIETZINSE ITG;AUSGABE;'00000';24;9;D;'MDPA';          0.00;        356.40;        356.40;        356.40;          0.00;          0.00;          0.00;          0.00;          0.00;        356.40
'1.00000.700200';MIETZINSE LEASINGRATEN;AUSGABE;'00000';24;8;D;'0800';        200.93;     147202.71;     147403.64;     147194.83;        208.81;     147300.00;          0.00;     147300.00;         97.29;          0.00
'1.00000.700700';MIETZINSE KÜNDIGUNGSVERZICHT;AUSGABE;'00000';24;8;D;'0804';          0.00;       1798.32;       1798.32;       1798.32;          0.00;       8800.00;          0.00;       8800.00;       7001.68;          0.00
'1.00000.700800';MIETZINSE CITY-BACKBONE;AUSGABE;'00000';24;8;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'00000';24;8;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;      19000.00;          0.00;      19000.00;      19000.00;          0.00
'1.00000.710005';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'00000';24;8;D;'0804';          0.00;      10245.92;      10245.92;          0.00;      10245.92;          0.00;          0.00;          0.00;          0.00;      10245.92
'1.00000.721000';BEZÜGE DER GEWÄHLTEN ORGANE STADTSENATSMITGLIEDER;AUSGABE;'00000';22;8;D;'MDPA';          0.00;    1306123.69;    1306123.69;    1306123.69;          0.00;    1304000.00;          0.00;    1304000.00;          0.00;       2123.69
'1.00000.721100';BEZÜGE DER GEWÄHLTEN ORGANE GEMEINDERÄTE;AUSGABE;'00000';22;8;D;'MDPA';          0.00;    1506250.21;    1506250.21;    1506250.21;          0.00;    1524000.00;          0.00;    1524000.00;      17749.79;          0.00
'1.00000.721200';BEZÜGE DER GEWÄHLTEN ORGANE BEZIRKSVORSTEHER;AUSGABE;'00000';22;8;D;'MDPA';          0.00;     576480.96;     576480.96;     576480.96;          0.00;     583000.00;          0.00;     583000.00;       6519.04;          0.00
'1.00000.721300';BEZÜGE DER GEWÄHLTEN ORGANE REISEGEBÜHREN;AUSGABE;'00000';22;9;D;'MDPA';          0.00;      12636.89;      12636.89;      12636.89;          0.00;      15000.00;          0.00;      15000.00;       2363.11;          0.00
'1.00000.721500';BEZÜGE DER GEWÄHLTEN ORGANE ZUSCHÜSSE;AUSGABE;'00000';22;8;D;'MDPA';          0.00;      14496.32;      14496.32;      14496.32;          0.00;      20400.00;          0.00;      20400.00;       5903.68;          0.00
'1.00000.728005';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;8;D;'0804';          0.00;       6078.72;       6078.72;          0.00;       6078.72;          0.00;          0.00;          0.00;          0.00;       6078.72
'1.00000.728007';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;D;'MD00';          0.00;     222798.36;     222798.36;     222798.36;          0.00;          0.00;          0.00;          0.00;          0.00;     222798.36
'1.00000.728008';ENTGELTE FÜR SONSTIGE LEISTUNGEN WB;AUSGABE;'00000';24;1;D;'MDPA';          0.00;         71.06;         71.06;         71.06;          0.00;          0.00;          0.00;          0.00;          0.00;         71.06
'1.00000.728016';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG;AUSGABE;'00000';24;9;D;'0804';          0.00;     301287.02;     301287.02;     150643.50;     150643.52;          0.00;          0.00;          0.00;          0.00;     301287.02
'1.00000.728026';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-SERVICE;AUSGABE;'00000';24;9;D;'0804';          0.00;     109300.00;     109300.00;          0.00;     109300.00;          0.00;          0.00;          0.00;          0.00;     109300.00
'1.00000.728036';ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-HAUSVERWALTUNG;AUSGABE;'00000';24;9;D;'0804';          0.00;       7540.74;       7540.74;          0.00;       7540.74;          0.00;          0.00;          0.00;          0.00;       7540.74
'1.00000.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;8;D;'0804';         18.51;       1163.52;       1182.03;       1182.03;          0.00;       7600.00;          0.00;       7600.00;       6436.48;          0.00
'1.00000.728120';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;3;D;'0804';       3891.39;          0.00;       3891.39;       3891.39;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.00000.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;D;'MDPA';          0.00;        129.57;        129.57;        129.57;          0.00;        700.00;          0.00;        700.00;        570.43;          0.00
'1.00000.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN TAGUNGSGEBÜHREN;AUSGABE;'00000';24;9;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.00000.728980';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'00000';24;9;D;'MDPA';      15265.17;          0.00;      15265.17;      15265.17;          0.00;      35000.00;          0.00;      35000.00;      35000.00;          0.00
'1.00000.751001';LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS;AUSGABE;'00000';26;0;S;'MDPA';          0.00;     139012.08;     139012.08;     139012.08;          0.00;     189600.00;          0.00;     189600.00;      50587.92;          0.00
'1.00000.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'00000';27;5;S;'0800';          0.00;     948818.56;     948818.56;     948818.56;          0.00;     963900.00;          0.00;     963900.00;      15081.44;          0.00
'1.00000.760000';PENSIONEN UND SONSTIGE RUHEBEZÜGE (EINSCHL.DG-BEIT;AUSGABE;'00000';21;8;D;'MDPA';          0.00;    2017981.33;    2017981.33;    2017981.33;          0.00;    2120000.00;          0.00;    2120000.00;     102018.67;          0.00
'1.01000.010000';GEBÄUDE;AUSGABE;'01000';40;3;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.042000';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;      16700.00;       3000.00;      19700.00;      19700.00;          0.00
'1.01000.042600';AMTSAUSSTATTUNG WB;AUSGABE;'01000';41;3;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        400.00;          0.00;        400.00;        400.00;          0.00
'1.01000.042990';AMTSAUSSTATTUNG;AUSGABE;'01000';41;3;D;'MDIM';       1138.86;          0.00;       1138.86;       1138.86;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.01000.043550';BETRIEBSAUSSTATTUNG;AUSGABE;'01000';41;3;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'01000';65;8;S;'SN21';          0.00;      91125.36;      91125.36;      91125.36;          0.00;      90900.00;          0.00;      90900.00;          0.00;        225.36
'1.01000.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;D;'MD00';        735.36;        699.98;       1435.34;       1150.60;        284.74;        800.00;          0.00;        800.00;        100.02;          0.00
'1.01000.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.400950';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;1;D;'MD00';          0.00;        914.90;        914.90;        914.90;          0.00;          0.00;          0.00;          0.00;          0.00;        914.90
'1.01000.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'01000';23;3;D;'MDIM';        283.77;          0.00;        283.77;        283.77;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.01000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'01000';23;1;D;'0804';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.01000.454006';REINIGUNGSMITTEL GBG;AUSGABE;'01000';23;1;D;'MD00';          0.00;        124.10;        124.10;        124.10;          0.00;          0.00;          0.00;          0.00;          0.00;        124.10
'1.01000.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;D;'MD00';          0.00;        887.78;        887.78;        887.78;          0.00;        200.00;          0.00;        200.00;          0.00;        687.78
'1.01000.456950';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;9;D;'MD00';          0.00;        499.84;        499.84;        260.26;        239.58;          0.00;          0.00;          0.00;          0.00;        499.84
'1.01000.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'01000';23;1;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        800.00;          0.00;        800.00;        800.00;          0.00
'1.01000.457000';DRUCKWERKE;AUSGABE;'01000';23;1;D;'MD00';         22.82;       2108.87;       2131.69;       2066.08;         65.61;       1900.00;          0.00;       1900.00;          0.00;        208.87
'1.01000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'01000';23;1;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.457100';DRUCKWERKE;AUSGABE;'01000';23;1;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.457950';DRUCKWERKE;AUSGABE;'01000';23;9;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.01000.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'01000';23;1;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;     491465.10;     491465.10;     491465.10;          0.00;     705400.00;          0.00;     705400.00;     213934.90;          0.00
'1.01000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;      60623.64;      60623.64;      60623.64;          0.00;      31500.00;          0.00;      31500.00;          0.00;      29123.64
'1.01000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;     149826.45;     149826.45;     149826.45;          0.00;      85400.00;          0.00;      85400.00;          0.00;      64426.45
'1.01000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'01000';20;0;S;'MD00';          0.00;       3180.11;       3180.11;       3180.11;          0.00;          0.00;          0.00;          0.00;          0.00;       3180.11
'1.01000.560000';REISEGEBÜHREN;AUSGABE;'01000';20;0;D;'MD00';          0.00;       4547.87;       4547.87;       4547.87;          0.00;       2000.00;          0.00;       2000.00;          0.00;       2547.87
'1.01000.560950';REISEGEBÜHREN;AUSGABE;'01000';20;0;D;'MD00';          0.00;       2823.86;       2823.86;       2823.86;          0.00;          0.00;          0.00;          0.00;          0.00;       2823.86
'1.01000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'01000';20;0;D;'MD00';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.01000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;S;'MD00';          0.00;       3520.33;       3520.33;       3520.33;          0.00;       5400.00;          0.00;       5400.00;       1879.67;          0.00
'1.01000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'01000';20;0;D;'MD00';          0.00;        837.80;        837.80;        837.80;          0.00;          0.00;          0.00;          0.00;          0.00;        837.80
'1.01000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'01000';20;0;S;'MD00';          0.00;        818.24;        818.24;        818.24;          0.00;       2000.00;          0.00;       2000.00;       1181.76;          0.00
'1.01000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'01000';20;0;S;'MD00';          0.00;      32003.26;      32003.26;      32003.26;          0.00;      20000.00;          0.00;      20000.00;          0.00;      12003.26
'1.01000.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;S;'MD00';          0.00;      52696.30;      52696.30;      52696.30;          0.00;      29500.00;          0.00;      29500.00;          0.00;      23196.30
'1.01000.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'01000';20;0;S;'MD00';          0.00;      17028.98;      17028.98;      17028.98;          0.00;      13900.00;          0.00;      13900.00;          0.00;       3128.98
'1.01000.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'01000';20;0;S;'MD00';          0.00;       1016.00;       1016.00;       1016.00;          0.00;        600.00;          0.00;        600.00;          0.00;        416.00
'1.01000.600000';STROM;AUSGABE;'01000';24;1;D;'0804';        522.26;          0.00;        522.26;        522.26;          0.00;       3300.00;          0.00;       3300.00;       3300.00;          0.00
